"SiteID","SensorID","UpperDepth","LowerDepth","DataType","StartDate","EndDate","TotalDays","IsActive","NumGaps","TotalGapDays","Gapiness","MinimumValue","MaximumValue","MeanValue","StandardDeviation","MetaDataHarvestDate"
"op12254","233080","75","75","Soil-Moisture","2014-04-11T00:00:00","2017-08-13T23:59:59",1220,FALSE,6,23,1.88370188370188,18.8275,36.2054,24.2116146179402,4.20318222020866,2019-06-28
"op12254","233081","85","85","Soil-Moisture","2014-04-11T00:00:00","2017-08-13T23:59:59",1220,FALSE,6,23,1.88370188370188,23.7037,43.0122,28.9311653654485,4.92386317881386,2019-06-28
"op12254","233082","95","95","Soil-Moisture","2014-04-11T00:00:00","2017-08-13T23:59:59",1220,FALSE,6,23,1.88370188370188,19.4563,33.8466,23.5128061461794,3.71635580412966,2019-06-28
"op15376","306323","0","0","Rainfall","2014-12-15T00:00:00","2019-06-28T23:59:59",1656,TRUE,9,54,3.25890162945081,0,43.316,0.631615384615385,2.31501719040967,2019-06-28
"op15382","306402","0","0","Rainfall","2014-12-12T00:00:00","2019-06-28T23:59:59",1659,TRUE,2,54,3.25301204819277,0,58.31,0.955848258706468,3.16358077065451,2019-06-28
"op16299","343814","0","0","Rainfall","2015-03-19T00:00:00","2018-03-23T23:59:59",1100,FALSE,1,53,4.81380563124432,0,43,0.98932316491897,4.00493498287172,2019-06-28
"op16299","386335","10","10","Soil-Moisture","2015-05-20T00:00:00","2018-01-15T23:59:59",971,FALSE,0,0,0,9.7104,55.5808,18.4794344650206,7.60194437326719,2019-06-28
"op16299","386336","25","25","Soil-Moisture","2015-05-20T00:00:00","2018-01-15T23:59:59",971,FALSE,0,0,0,21.7213,40.7183,28.8912573045268,4.82845820951663,2019-06-28
"op16299","386337","35","35","Soil-Moisture","2015-05-20T00:00:00","2018-01-15T23:59:59",971,FALSE,0,0,0,27.7371,47.4633,33.9597893004115,3.77304989532807,2019-06-28
"op16299","386338","45","45","Soil-Moisture","2015-05-20T00:00:00","2018-01-15T23:59:59",971,FALSE,0,0,0,30.5958,47.0404,35.4242848765432,3.14055949685612,2019-06-28
"op16299","386339","55","55","Soil-Moisture","2015-05-20T00:00:00","2018-01-15T23:59:59",971,FALSE,0,0,0,29.5725,46.3496,33.1880681069959,2.40064058938741,2019-06-28
"op16299","386340","65","65","Soil-Moisture","2015-05-20T00:00:00","2018-01-15T23:59:59",971,FALSE,0,0,0,32.9992,52.6,36.8254034979424,2.07676800166448,2019-06-28
"op16299","386341","75","75","Soil-Moisture","2015-05-20T00:00:00","2018-01-15T23:59:59",971,FALSE,0,0,0,24.7896,42.065,27.9994851851852,1.47071696183869,2019-06-28
"op16299","386342","85","85","Soil-Moisture","2015-05-20T00:00:00","2018-01-15T23:59:59",971,FALSE,0,0,0,25.1829,39.255,28.0735276748971,1.43330719820774,2019-06-28
"op16301","343831","0","0","Rainfall","2015-02-23T00:00:00","2019-06-26T23:59:59",1584,TRUE,7,145,9.14826498422713,0,78,2.35134761575674,10.0009361550793,2019-06-28
"op16301","386254","10","10","Soil-Moisture","2015-05-20T00:00:00","2019-06-26T23:59:59",1498,TRUE,10,39,2.60173448965977,16.1404,30.5833,20.0858026530612,1.99507053443876,2019-06-28
"op16301","386255","25","25","Soil-Moisture","2015-05-20T00:00:00","2019-06-26T23:59:59",1498,TRUE,10,39,2.60173448965977,15.3683,26.3717,18.8029463265306,1.63309908316127,2019-06-28
"op16301","386256","35","35","Soil-Moisture","2015-05-20T00:00:00","2019-06-26T23:59:59",1498,TRUE,10,39,2.60173448965977,15.8317,25.3633,18.9598096598639,1.67263225646875,2019-06-28
"op16301","386257","45","45","Soil-Moisture","2015-05-20T00:00:00","2019-06-26T23:59:59",1498,TRUE,10,39,2.60173448965977,18.3592,28.0542,22.2844882993197,1.82129329616607,2019-06-28
"op16301","386258","55","55","Soil-Moisture","2015-05-20T00:00:00","2019-06-26T23:59:59",1498,TRUE,10,39,2.60173448965977,18.4004,27.5421,22.2609,1.59739421251305,2019-06-28
"op16301","386259","65","65","Soil-Moisture","2015-05-20T00:00:00","2019-06-26T23:59:59",1498,TRUE,10,39,2.60173448965977,18.335,26.295,22.3683604081633,1.48795125228397,2019-06-28
"op16301","386260","75","75","Soil-Moisture","2015-05-20T00:00:00","2019-06-26T23:59:59",1498,TRUE,10,39,2.60173448965977,17.0687,24.2108,21.2468569387755,1.4370338638993,2019-06-28
"op16301","386261","85","85","Soil-Moisture","2015-05-20T00:00:00","2019-06-26T23:59:59",1498,TRUE,10,39,2.60173448965977,18.5038,26.1725,23.2475094557823,1.59086128672065,2019-06-28
"op19483","224406","0","0","Rainfall","2014-02-18T00:00:00","2019-06-15T23:59:59",1943,TRUE,15,942,48.4567901234568,0,2e+05,394.684169124877,8864.80093640249,2019-06-28
"op19483","228966","80","80","Soil-Moisture","2014-03-25T00:00:00","2019-06-15T23:59:59",1908,TRUE,18,255,13.3577789418544,0,55.7946,23.9058119617225,9.31971366315233,2019-06-28
"op19483","228967","10","10","Soil-Moisture","2014-03-25T00:00:00","2019-06-15T23:59:59",1908,TRUE,18,255,13.3577789418544,0,53.1319,30.3667186602871,4.97985956891144,2019-06-28
"op19483","228968","20","20","Soil-Moisture","2014-03-25T00:00:00","2019-06-15T23:59:59",1908,TRUE,18,255,13.3577789418544,0,50.8235,34.3943691985646,4.2545871944923,2019-06-28
"op19483","228969","30","30","Soil-Moisture","2014-03-25T00:00:00","2019-06-15T23:59:59",1908,TRUE,18,255,13.3577789418544,0,49.7989,35.9267031100478,4.7260609772398,2019-06-28
"op19483","228970","40","40","Soil-Moisture","2014-03-25T00:00:00","2019-06-15T23:59:59",1908,TRUE,18,255,13.3577789418544,0,49.0356,36.196811423445,4.31545015479809,2019-06-28
"op19483","228971","50","50","Soil-Moisture","2014-03-25T00:00:00","2019-06-15T23:59:59",1908,TRUE,18,255,13.3577789418544,0,46.4811,35.9845397727273,3.48374537694325,2019-06-28
"op19483","228972","60","60","Soil-Moisture","2014-03-25T00:00:00","2019-06-15T23:59:59",1908,TRUE,18,255,13.3577789418544,0,47.685,38.6222294258373,3.66966070429886,2019-06-28
"op19483","228973","70","70","Soil-Moisture","2014-03-25T00:00:00","2019-06-15T23:59:59",1908,TRUE,18,255,13.3577789418544,0,48.8833,39.5865340311005,3.56667235516588,2019-06-28
"op24486","559688","0","0","Rainfall","2016-01-26T00:00:00","2019-06-26T23:59:59",1247,TRUE,1,42,3.36538461538462,0,35.462,0.784,2.70885860807474,2019-06-28
"op24486","621573","10","20","Soil-Moisture","2016-03-10T00:00:00","2019-06-26T23:59:59",1203,TRUE,0,0,0,9.5589,31.2362,17.5797437707641,5.10799961538524,2019-06-28
"op24486","621574","20","30","Soil-Moisture","2016-03-10T00:00:00","2019-06-26T23:59:59",1203,TRUE,0,0,0,8.6689,28.9087,17.0458035714286,4.7914151860072,2019-06-28
"op24486","621575","30","40","Soil-Moisture","2016-03-10T00:00:00","2019-06-26T23:59:59",1203,TRUE,0,0,0,21.4192,54.5425,32.3854651993355,8.68436884925258,2019-06-28
"op24486","621576","40","50","Soil-Moisture","2016-03-10T00:00:00","2019-06-26T23:59:59",1203,TRUE,0,0,0,12.8639,26.771,18.7659343023256,3.52655428863422,2019-06-28
"op24486","621577","50","60","Soil-Moisture","2016-03-10T00:00:00","2019-06-26T23:59:59",1203,TRUE,0,0,0,17.6513,31.5682,23.484128986711,3.56958315659812,2019-06-28
"op24486","621578","60","70","Soil-Moisture","2016-03-10T00:00:00","2019-06-26T23:59:59",1203,TRUE,0,0,0,23.0577,36.7717,29.3986401162791,3.71307057543998,2019-06-28
"op24486","621579","70","80","Soil-Moisture","2016-03-10T00:00:00","2019-06-26T23:59:59",1203,TRUE,0,0,0,25.7923,39.0461,32.5121609634552,3.84819976194084,2019-06-28
"op24486","621580","80","90","Soil-Moisture","2016-03-10T00:00:00","2019-06-26T23:59:59",1203,TRUE,0,0,0,30.2865,42.9025,36.4470668604651,3.53170658808349,2019-06-28
"op24486","621581","90","100","Soil-Moisture","2016-03-10T00:00:00","2019-06-26T23:59:59",1203,TRUE,0,0,0,21.4171,28.6565,24.6588040697674,1.94146570821325,2019-06-28
"op24486","622297","10","20","Soil-Temperature","2016-03-12T00:00:00","2019-06-26T23:59:59",1201,TRUE,0,0,0,8.0779,32.8838,18.674975124792,5.97515484810975,2019-06-28
"op24486","622298","20","30","Soil-Temperature","2016-03-12T00:00:00","2019-06-26T23:59:59",1201,TRUE,0,0,0,8.2503,31.4149,18.471987687188,5.78730135707051,2019-06-28
"op24486","622299","30","40","Soil-Temperature","2016-03-12T00:00:00","2019-06-26T23:59:59",1201,TRUE,0,0,0,9.4716,30.4658,18.9654151414309,5.3842269125767,2019-06-28
"op24486","622300","40","50","Soil-Temperature","2016-03-12T00:00:00","2019-06-26T23:59:59",1201,TRUE,0,0,0,10.736,30.4192,19.6672377703827,5.1625810035894,2019-06-28
"op24486","622301","50","60","Soil-Temperature","2016-03-12T00:00:00","2019-06-26T23:59:59",1201,TRUE,0,0,0,11.3849,29.3681,19.6622560732113,4.8376164034293,2019-06-28
"op24486","622302","60","70","Soil-Temperature","2016-03-12T00:00:00","2019-06-26T23:59:59",1201,TRUE,0,0,0,12.0173,28.3639,19.7213340266223,4.54865371348244,2019-06-28
"op24486","622303","70","80","Soil-Temperature","2016-03-12T00:00:00","2019-06-26T23:59:59",1201,TRUE,0,0,0,13.2603,28.0465,20.1851006655574,4.25481433016915,2019-06-28
"op24486","622304","80","90","Soil-Temperature","2016-03-12T00:00:00","2019-06-26T23:59:59",1201,TRUE,0,0,0,13.7277,27.4899,20.2435351081531,4.04273409376476,2019-06-28
"op24486","622305","90","100","Soil-Temperature","2016-03-12T00:00:00","2019-06-26T23:59:59",1201,TRUE,0,0,0,14.5665,27.505,20.6065455906822,3.87586560263123,2019-06-28
"op26072","600880","0","0","Rainfall","2014-03-25T00:00:00","2019-06-26T23:59:59",1919,TRUE,11,118,6.14583333333333,0,1401.2,4.48985107556536,47.2740229017306,2019-06-28
"op26072","632269","10","10","Soil-Moisture","2014-06-18T00:00:00","2019-06-26T23:59:59",1834,TRUE,6,54,2.94277929155313,17.5033,46.2561,33.9638847789591,10.8781987466021,2019-06-28
"op26072","632270","20","20","Soil-Moisture","2014-06-18T00:00:00","2019-06-26T23:59:59",1834,TRUE,6,54,2.94277929155313,22.1121,46.4498,36.8207278119754,8.40734864691062,2019-06-28
"op26072","632271","30","30","Soil-Moisture","2014-06-18T00:00:00","2019-06-26T23:59:59",1834,TRUE,6,54,2.94277929155313,25.2185,46.2276,38.0650458869614,7.69420009395601,2019-06-28
"op26072","632272","40","40","Soil-Moisture","2014-06-18T00:00:00","2019-06-26T23:59:59",1834,TRUE,6,54,2.94277929155313,26.9822,45.1752,38.551497313934,6.36227441752562,2019-06-28
"op26072","632273","50","50","Soil-Moisture","2014-06-18T00:00:00","2019-06-26T23:59:59",1834,TRUE,6,54,2.94277929155313,-0.3517,46.1762,39.9912457190823,7.11413499085165,2019-06-28
"op26072","632274","60","60","Soil-Moisture","2014-06-18T00:00:00","2019-06-26T23:59:59",1834,TRUE,6,54,2.94277929155313,-0.3517,47.2488,41.6699485730274,6.34357627441662,2019-06-28
"op26072","632275","70","70","Soil-Moisture","2014-06-18T00:00:00","2019-06-26T23:59:59",1834,TRUE,6,54,2.94277929155313,-0.3517,48.2449,44.1568880246223,5.79929417358742,2019-06-28
"op26072","632276","80","80","Soil-Moisture","2014-06-18T00:00:00","2019-06-26T23:59:59",1834,TRUE,6,54,2.94277929155313,-0.3517,49.4684,46.3903412423055,5.4309468209171,2019-06-28
"op26337","334131","0","0","Rainfall","2015-02-26T00:00:00","2019-06-28T23:59:59",1583,TRUE,2,205,12.9419191919192,0,46.886,0.82843301955105,2.80797276518832,2019-06-28
"op26337","334135","0","0","Vapour-Pressure","2015-02-26T00:00:00","2019-06-28T23:59:59",1583,TRUE,2,459,28.9772727272727,-2.6586,106.9013,42.5148365572316,19.5384817107445,2019-06-28
"op26337","710560","0","0","Wind-Direction","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,3,103,9.05096660808436,13.3854,324.554,172.726603179191,60.0407399475187,2019-06-28
"op26337","710561","0","0","Temperature","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,3,103,9.05096660808436,7.2896,37.0474,17.3777161849711,5.97791734322887,2019-06-28
"op26337","710562","0","0","Wind-Speed","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,3,103,9.05096660808436,-5.3341,8.4377,-0.0373962427745665,1.96153013357757,2019-06-28
"op26337","710568","0","0","Vapour-Pressure","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,2,47,4.13005272407733,0.496,2.551,1.13823366880146,0.295591451857393,2019-06-28
"op26337","710569","0","0","Temperature","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,2,47,4.13005272407733,7.2438,37.1667,17.0457124428179,5.97966247738558,2019-06-28
"op26337","710570","0","0","Humidity","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,2,47,4.13005272407733,0.156,0.9981,0.630350137236963,0.16261981593655,2019-06-28
"op26337","710571","0","0","Vapour-Pressure","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,2,47,4.13005272407733,97.736,101.9093,99.902037694419,0.678215687235996,2019-06-28
"op26337","724434","0","0","Vapour-Pressure","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,2,47,4.13005272407733,977.3604,1019.0927,999.0204,6.78215642430461,2019-06-28
"op26337","724922","0","0","Humidity","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,2,47,4.13005272407733,15.5979,99.8139,63.0360106129918,16.26211494169,2019-06-28
"op26337","738945","0","0","Delta T","2016-05-17T00:00:00","2019-06-28T23:59:59",1137,TRUE,2,47,4.13005272407733,0.0744,17.8866,5.08338993595608,3.02119016104928,2019-06-28
"op26353","606512","0","0","Rainfall","2016-09-20T00:00:00","2019-06-28T23:59:59",1011,TRUE,0,0,0,0,28.322,0.761505928853755,2.53805246352022,2019-06-28
"op26353","784301","0","0","Vapour-Pressure","2014-09-13T00:00:00","2019-06-28T23:59:59",1749,TRUE,2,788,45.0285714285714,0.5265,2.6071,1.16130072614108,0.307407332522789,2019-06-28
"op26353","784302","0","0","Temperature","2014-09-13T00:00:00","2019-06-28T23:59:59",1749,TRUE,2,788,45.0285714285714,6.4927,37.1187,17.619980186722,6.03648964284664,2019-06-28
"op26353","784303","0","0","Humidity","2014-09-13T00:00:00","2019-06-28T23:59:59",1749,TRUE,2,788,45.0285714285714,0.1639,0.9491,0.626863589211618,0.151150825597814,2019-06-28
"op26353","784304","0","0","Atmospheric Pressure","2014-09-13T00:00:00","2019-06-28T23:59:59",1749,TRUE,2,788,45.0285714285714,98.8178,102.7536,100.899330497925,0.671440139906789,2019-06-28
"op26353","784307","0","0","Wind-Direction","2014-09-13T00:00:00","2019-06-28T23:59:59",1749,TRUE,2,788,45.0285714285714,15.5,326.1458,172.23138060166,50.637981852044,2019-06-28
"op26353","784308","0","0","Temperature","2014-09-13T00:00:00","2019-06-28T23:59:59",1749,TRUE,2,788,45.0285714285714,3.414,37.3323,17.796080186722,6.01153675335503,2019-06-28
"op26353","784309","0","0","Wind-Speed","2014-09-13T00:00:00","2019-06-28T23:59:59",1749,TRUE,2,788,45.0285714285714,-6.0306,3.0492,-0.878150414937759,1.45680348372275,2019-06-28
"op26353","797138","0","0","Delta T","2016-11-07T00:00:00","2019-06-28T23:59:59",963,TRUE,1,2,0.20746887966805,0.5932,18.3223,5.30545462097612,2.97232093464887,2019-06-28
"op26353","797140","0","0","Vapour-Pressure","2016-11-07T00:00:00","2019-06-28T23:59:59",963,TRUE,1,2,0.20746887966805,988.1781,1027.5365,1009.00396936656,6.70967292546062,2019-06-28
"op26353","797141","0","0","Humidity","2016-11-07T00:00:00","2019-06-28T23:59:59",963,TRUE,1,2,0.20746887966805,16.3948,94.9135,62.7014328141225,15.1159749388409,2019-06-28
"op26357","1284502","0","0","Vapour-Pressure","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,0.4046,1.8779,1.02386966580977,0.261886580186135,2019-06-28
"op26357","1284503","0","0","Temperature","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,5.7354,36.8271,16.2885904884319,6.51846881620382,2019-06-28
"op26357","1284504","0","0","Humidity","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,0.1654,0.986,0.610465038560411,0.189337378094289,2019-06-28
"op26357","1284505","0","0","Atmospheric Pressure","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,96.9788,100.2074,98.4926933161954,0.613451288958043,2019-06-28
"op26357","1284506","0","0","Delta T","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,0.1996,17.0072,5.36805192802057,3.51916065474347,2019-06-28
"op26357","1284508","0","0","Wind-Speed","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,1.2692,8.6692,3.86340334190231,1.39640646648952,2019-06-28
"op26357","1284511","0","0","Temperature","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,5.8146,36.6375,16.2250722365039,6.41947086861048,2019-06-28
"op26357","1284513","0","0","Wind-Speed","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,-1.3542,1.2406,0.522498714652956,0.402742317304537,2019-06-28
"op26357","1284518","0","0","Vapour-Pressure","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,969.7875,1002.074,984.926691773779,6.13422062253319,2019-06-28
"op26357","1284522","0","0","Humidity","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,16.5406,98.6,61.0421650385604,18.9342533148862,2019-06-28
"op26357","1284524","0","0","Wind-Speed","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,4.569,31.209,13.9080802056555,5.02647056913859,2019-06-28
"op26357","1287814","0","0","Wind-Speed","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,-8.3153,7.8317,-0.433205398457584,2.6573804115127,2019-06-28
"op26357","1287815","0","0","Wind-Speed","2018-06-05T00:00:00","2019-06-28T23:59:59",388,TRUE,0,0,0,-6.2574,5.7615,-0.0996457583547558,2.27664869935436,2019-06-28
"op26357","607267","0","0","Rainfall","2016-03-01T00:00:00","2019-06-28T23:59:59",1214,TRUE,1,195,16.0493827160494,0,44.744,0.854562193927522,3.35424962785733,2019-06-28
"op28956","694237","0","0","Rainfall","2016-04-29T00:00:00","2019-06-26T23:59:59",1153,TRUE,2,247,21.4038128249567,0,19.8,0.171837183718372,1.24043433841175,2019-06-28
"op28962","694333","0","0","Rainfall","2016-04-29T00:00:00","2019-03-19T23:59:59",1054,FALSE,2,234,22.1800947867299,0,207.2,2.44787363304982,10.4749680636912,2019-06-28
"op29788","224382","0","0","Rainfall","2014-02-24T00:00:00","2019-06-26T23:59:59",1948,TRUE,4,247,12.6731657260133,0,230,1.342203985932,8.59084766054513,2019-06-28
"op29788","233108","25","25","Soil-Moisture","2014-04-16T00:00:00","2019-06-26T23:59:59",1897,TRUE,4,249,13.1190727081138,14.6094,61.0648,28.008412522686,12.2626373486186,2019-06-28
"op29788","233109","35","35","Soil-Moisture","2014-04-16T00:00:00","2019-06-26T23:59:59",1897,TRUE,4,249,13.1190727081138,17.2475,48.8877,28.7429101633394,8.28870842096804,2019-06-28
"op29788","233110","45","45","Soil-Moisture","2014-04-16T00:00:00","2019-06-26T23:59:59",1897,TRUE,4,249,13.1190727081138,25.7552,56.4249,35.6575791893527,7.20564465700279,2019-06-28
"op29788","233111","55","55","Soil-Moisture","2014-04-16T00:00:00","2019-06-26T23:59:59",1897,TRUE,4,249,13.1190727081138,35.0917,56.4409,43.427558015729,5.39323754081782,2019-06-28
"op29788","233112","65","65","Soil-Moisture","2014-04-16T00:00:00","2019-06-26T23:59:59",1897,TRUE,4,249,13.1190727081138,38.249,57.2821,46.0675604960678,5.01320122673889,2019-06-28
"op29788","233113","75","75","Soil-Moisture","2014-04-16T00:00:00","2019-06-26T23:59:59",1897,TRUE,4,249,13.1190727081138,41.2494,57.5372,47.8462727162734,4.43154784679278,2019-06-28
"op29788","233114","85","85","Soil-Moisture","2014-04-16T00:00:00","2019-06-26T23:59:59",1897,TRUE,4,249,13.1190727081138,42.1688,61.2117,49.2246620084695,5.24956012157983,2019-06-28
"op29788","233115","95","95","Soil-Moisture","2014-04-16T00:00:00","2019-06-26T23:59:59",1897,TRUE,4,249,13.1190727081138,43.6148,60.9152,49.7620579552329,5.35993888185493,2019-06-28
"op30334","748211","0","0","Rainfall","2016-07-15T00:00:00","2019-06-28T23:59:59",1078,TRUE,1,65,6.02409638554217,0,47.838,0.783875862068966,3.03190445684922,2019-06-28
"op30334","773947","0","0","Vapour-Pressure","2014-09-12T00:00:00","2019-06-28T23:59:59",1750,TRUE,1,744,42.4900057110223,-9478.138,3.8702,-197.664787400794,861.180374047286,2019-06-28
"op30334","773948","0","0","Temperature","2014-09-12T00:00:00","2019-06-28T23:59:59",1750,TRUE,1,744,42.4900057110223,-9477.3531,36.7646,-181.807980952381,862.527654995572,2019-06-28
"op30334","773949","0","0","Humidity","2014-09-12T00:00:00","2019-06-28T23:59:59",1750,TRUE,1,744,42.4900057110223,-9478.1761,0.9347,-198.33978422619,861.445133165685,2019-06-28
"op30334","773950","0","0","Atmospheric Pressure","2014-09-12T00:00:00","2019-06-28T23:59:59",1750,TRUE,1,744,42.4900057110223,57.7674,225.9498,102.041981547619,6.17210964764391,2019-06-28
"op30334","773953","0","0","Wind-Direction","2014-09-12T00:00:00","2019-06-28T23:59:59",1750,TRUE,1,744,42.4900057110223,41.1146,327.6458,203.088087400794,47.3146255815444,2019-06-28
"op30334","773954","0","0","Temperature","2014-09-12T00:00:00","2019-06-28T23:59:59",1750,TRUE,1,744,42.4900057110223,-137.0458,36.4969,-3.3616371031746,50.0473644911724,2019-06-28
"op30334","773955","0","0","Wind-Speed","2014-09-12T00:00:00","2019-06-28T23:59:59",1750,TRUE,1,744,42.4900057110223,-10.0814,8.2332,-1.2227623015873,2.72486157326811,2019-06-28
"op30334","797157","0","0","Delta T","2016-09-25T00:00:00","2019-06-28T23:59:59",1006,TRUE,0,0,0,-3.4406,14.7351,4.55830625620655,2.24748296554791,2019-06-28
"op30334","797158","0","0","Humidity","2016-09-25T00:00:00","2019-06-28T23:59:59",1006,TRUE,0,0,0,-947817.6052,93.4656,-19853.7161156902,86185.0375433863,2019-06-28
"op30334","797159","0","0","Vapour-Pressure","2016-09-25T00:00:00","2019-06-28T23:59:59",1006,TRUE,0,0,0,577.674,2259.4979,1020.42730983118,61.7513423881739,2019-06-28
"op30335","748230","0","0","Humidity","2016-09-23T00:00:00","2019-06-28T23:59:59",1008,TRUE,0,0,0,0,0.3297,0.00786778989098117,0.025745359482678,2019-06-28
"op30335","773979","0","0","Vapour-Pressure","2016-09-23T00:00:00","2019-06-28T23:59:59",1008,TRUE,0,0,0,-4790.5531,2.5602,-5.9556414271556,168.580681048888,2019-06-28
"op30335","773980","0","0","Temperature","2016-09-23T00:00:00","2019-06-28T23:59:59",1008,TRUE,0,0,0,-4781.1757,37.3073,9.69115044598612,168.802351149975,2019-06-28
"op30335","773981","0","0","Humidity","2016-09-23T00:00:00","2019-06-28T23:59:59",1008,TRUE,0,0,0,0.1727,1.7524,0.651008027750248,0.143758758066452,2019-06-28
"op30335","773982","0","0","Atmospheric Pressure","2016-09-23T00:00:00","2019-06-28T23:59:59",1008,TRUE,0,0,0,98.1281,102.1005,100.213175322101,0.663140027316169,2019-06-28
"op30335","773984","0","0","Wind-Speed","2016-11-08T00:00:00","2019-06-28T23:59:59",962,TRUE,0,0,0,1.0117,49.5347,4.4672015576324,3.79292767109494,2019-06-28
"op30335","773985","0","0","Wind-Direction","2016-11-08T00:00:00","2019-06-28T23:59:59",962,TRUE,0,0,0,20.1562,340.1979,179.094193977155,57.8669346685898,2019-06-28
"op30335","773986","0","0","Temperature","2016-11-08T00:00:00","2019-06-28T23:59:59",962,TRUE,0,0,0,5.5137,37.1896,17.0505977154725,5.62738603664815,2019-06-28
"op30335","773987","0","0","Wind-Speed","2016-11-08T00:00:00","2019-06-28T23:59:59",962,TRUE,0,0,0,-29.7558,20.0198,-1.05795264797508,4.33568263848063,2019-06-28
"op30335","797133","0","0","Wind-Speed","2016-11-08T00:00:00","2019-06-28T23:59:59",962,TRUE,0,0,0,0,30.9259,12.4891332294912,5.10541443052759,2019-06-28
"op30335","797135","0","0","Humidity","2016-09-23T00:00:00","2019-06-28T23:59:59",1008,TRUE,0,0,0,-479103.9052,175.2406,-647.266906640238,16858.7960626005,2019-06-28
"op30335","797136","0","0","Vapour-Pressure","2016-09-23T00:00:00","2019-06-28T23:59:59",1008,TRUE,0,0,0,981.2812,1021.0052,1002.13174271556,6.6313940201084,2019-06-28
"op30335","797144","0","0","Delta T","2016-09-23T00:00:00","2019-06-28T23:59:59",1008,TRUE,0,0,0,-61.0057,17.2911,4.74637789890981,3.36049234938202,2019-06-28
"op30336","748249","0","0","Rainfall","2016-07-15T00:00:00","2019-06-28T23:59:59",1078,TRUE,1,67,6.209453197405,0,38.08,1.2383988153998,3.51664001610123,2019-06-28
"op30336","774011","0","0","Vapour-Pressure","2014-09-06T00:00:00","2019-06-28T23:59:59",1756,TRUE,2,751,42.743312464428,0.6914,2.3178,1.26146617063492,0.272245322434211,2019-06-28
"op30336","774012","0","0","Temperature","2014-09-06T00:00:00","2019-06-28T23:59:59",1756,TRUE,2,751,42.743312464428,7.099,32.5323,15.8223905753968,4.41250061700787,2019-06-28
"op30336","774013","0","0","Humidity","2014-09-06T00:00:00","2019-06-28T23:59:59",1756,TRUE,2,751,42.743312464428,0.2156,0.9839,0.710521130952381,0.0983780997293918,2019-06-28
"op30336","774014","0","0","Atmospheric Pressure","2014-09-06T00:00:00","2019-06-28T23:59:59",1756,TRUE,2,751,42.743312464428,97.4555,101.8002,99.9634113095238,0.677372578424211,2019-06-28
"op30336","774017","0","0","Wind-Direction","2014-09-06T00:00:00","2019-06-28T23:59:59",1756,TRUE,2,751,42.743312464428,28.0417,331.3333,174.936338988095,70.7118280582996,2019-06-28
"op30336","774018","0","0","Temperature","2014-09-06T00:00:00","2019-06-28T23:59:59",1756,TRUE,2,751,42.743312464428,4.324,32.8062,15.9060119047619,4.29814029219584,2019-06-28
"op30336","774019","0","0","Wind-Speed","2014-09-06T00:00:00","2019-06-28T23:59:59",1756,TRUE,2,751,42.743312464428,-26.3324,6.8183,-0.0524590277777778,1.99866137522297,2019-06-28
"op30336","797146","0","0","Delta T","2016-09-26T00:00:00","2019-06-28T23:59:59",1005,TRUE,0,0,0,0.2298,15.7298,3.59579264413519,1.67841484879107,2019-06-28
"op30336","797148","0","0","Humidity","2016-09-26T00:00:00","2019-06-28T23:59:59",1005,TRUE,0,0,0,21.5635,98.3892,71.0340611332008,9.83332856702627,2019-06-28
"op30336","797149","0","0","Vapour-Pressure","2016-09-26T00:00:00","2019-06-28T23:59:59",1005,TRUE,0,0,0,974.5549,1018.0021,999.62917166998,6.778468150785,2019-06-28
"op30337","1305213","0","0","Delta T","2016-09-24T00:00:00","2019-06-28T23:59:59",1007,TRUE,5,28,2.77777777777778,-50.8473,17.6367,4.23893553299492,3.5203501127123,2019-06-28
"op30337","748268","0","0","Rainfall","2016-07-15T00:00:00","2019-06-28T23:59:59",1078,TRUE,3,70,6.48748841519926,0,40.8408,0.970884782608696,3.16731446207154,2019-06-28
