SiteID,Active,SensorID,SensorName,StartDate,EndDate,DataType,UpperDepth,LowerDepth,Calibrated,Units
SFS_75,1,1158,SFS104 - Wickliffe 3_Soil-Temperature_900,2017-04-21T02:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_63,1,836,SFS4 - Bairnsdale_Soil-Temperature_500,2013-01-23T13:15:00.000Z,2019-04-29T03:18:51.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_47,1,1140,SFS42 - Mingay_Soil-Temperature_900,2013-06-20T04:30:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_12,1,240,SFS36 - Langi Logan_Soil-Moisture_500,2013-05-01T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_73,1,1513,SFS00 - Lake Bolac1_Soil-Moisture_1200,2018-12-23T10:00:00.000Z,2019-06-21T16:00:00.000Z,Soil-Moisture,1200,1200,TRUE,mm
SFS_11,1,315,SFS35 - Tatyoon1_Soil-Moisture_600,2013-05-01T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_63,1,1103,SFS4 - Bairnsdale_Soil-Temperature_900,2013-01-23T13:15:00.000Z,2019-04-29T03:18:51.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_55,1,916,SFS16 - Skipton_Soil-Temperature_600,2013-12-03T12:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_58,1,705,SFS8 - Meredith_Soil-Temperature_300,2013-04-10T01:57:37.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_73,1,1514,SFS00 - Lake Bolac1_Soil-Temperature_1100,2018-12-23T10:00:00.000Z,2019-06-21T16:00:00.000Z,Soil-Temperature,1100,1100,TRUE,Degrees-Celcius
SFS_6,1,725,SFS25 - Vite Vite_Soil-Temperature_300,2013-07-27T04:00:00.000Z,2019-06-19T22:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_21,1,1066,SFS24 - Narrapumelap South_Soil-Temperature_800,2014-03-26T16:00:00.000Z,2019-06-20T19:30:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_12,1,312,SFS36 - Langi Logan_Soil-Moisture_600,2013-05-01T14:15:00.000Z,2019-06-19T14:15:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_10,1,1260,SFS32 - Tatyoon2_Rainfall_0,2013-05-01T05:08:51.000Z,2019-07-14T23:45:00.000Z,Rainfall,0,0,TRUE,mm
SFS_21,1,37,SFS24 - Narrapumelap South_Soil-Moisture_100,2014-03-26T16:00:00.000Z,2019-06-21T18:30:00.000Z,Soil-Moisture,100,100,TRUE,mm
SFS_11,1,99,SFS35 - Tatyoon1_Soil-Moisture_300,2013-05-01T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_41,1,1460,SFS19 - Duverney_Temperature_0,2013-04-22T05:47:39.000Z,2019-06-21T12:30:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_1,1,1250,SFS18 - Derrinallum1_Rainfall_0,2013-04-23T05:34:49.000Z,2019-05-13T12:11:24.000Z,Rainfall,0,0,TRUE,mm
SFS_11,1,386,SFS35 - Tatyoon1_Soil-Moisture_700,2013-05-01T14:15:00.000Z,2019-06-19T17:15:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_12,1,1125,SFS36 - Langi Logan_Soil-Temperature_900,2013-05-01T05:27:14.000Z,2019-06-20T21:15:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_73,1,1515,SFS00 - Lake Bolac1_Soil-Temperature_1200,2018-12-23T10:00:00.000Z,2019-06-21T16:00:00.000Z,Soil-Temperature,1200,1200,TRUE,Degrees-Celcius
SFS_11,1,794,SFS35 - Tatyoon1_Soil-Temperature_400,2013-05-01T06:47:31.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_40,1,155,SFS15 - Rokewood_Soil-Moisture_400,2013-04-23T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_60,1,1178,SFS10 - Inverleigh3_Soil-Temperature_1000,2013-04-16T04:23:18.000Z,2019-06-20T23:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_13,1,1480,SFS38 - Westmere_Temperature_0,2013-06-21T01:25:41.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_9,1,524,SFS27 - Mininera_Soil-Moisture_900,2013-05-02T14:15:00.000Z,2019-06-19T21:15:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_74,1,1443,SFS05 - Wickliffe1_Temperature_0,2012-08-27T22:15:00.000Z,2019-06-21T11:00:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_59,1,1041,SFS9 - Wingeel_Soil-Temperature_800,2013-04-16T01:38:09.000Z,2019-06-20T18:00:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_3,1,87,SFS22 - Derrinallum2_Soil-Moisture_300,2013-04-24T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_3,1,587,SFS22 - Derrinallum2_Soil-Moisture_1000,2013-04-24T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_67,1,1413,SFS101 - Wombelano_Temperature_0,2017-05-08T03:15:00.000Z,2019-06-21T09:30:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_1,1,372,SFS18 - Derrinallum1_Soil-Moisture_700,2013-04-24T14:15:00.000Z,2019-06-19T16:00:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_59,1,294,SFS9 - Wingeel_Soil-Moisture_600,2013-04-16T14:15:00.000Z,2019-06-21T18:00:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_1,1,915,SFS18 - Derrinallum1_Soil-Temperature_600,2013-04-23T05:49:49.000Z,2019-07-14T23:30:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_12,1,1058,SFS36 - Langi Logan_Soil-Temperature_800,2013-05-01T05:27:14.000Z,2019-06-20T18:15:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_11,1,1424,SFS35 - Tatyoon1_Humidity_0,2017-05-02T08:15:00.000Z,2019-07-14T23:45:00.000Z,Humidity,0,0,TRUE,Percent
SFS_25,1,700,SFS1 - Werneth 1_Soil-Temperature_300,2012-08-28T14:15:00.000Z,2019-06-19T09:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_11,1,994,SFS35 - Tatyoon1_Soil-Temperature_700,2013-05-01T06:47:31.000Z,2019-06-20T16:30:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_60,1,297,SFS10 - Inverleigh3_Soil-Moisture_600,2013-04-16T14:15:00.000Z,2019-06-19T14:00:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_42,1,796,SFS31 - Staughton Vale_Soil-Temperature_400,2013-05-03T03:57:56.000Z,2019-06-21T14:15:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_6,1,313,SFS25 - Vite Vite_Soil-Moisture_600,2013-07-27T04:00:00.000Z,2019-06-19T14:15:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_42,1,531,SFS31 - Staughton Vale_Soil-Moisture_900,2013-05-05T15:00:00.000Z,2019-06-21T18:15:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_12,1,596,SFS36 - Langi Logan_Soil-Moisture_1000,2013-05-01T14:15:00.000Z,2019-06-19T23:15:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_9,1,1056,SFS27 - Mininera_Soil-Temperature_800,2013-05-01T05:23:56.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_24,1,1017,SFS58 - Hensley Park_Soil-Temperature_700,2013-09-10T23:53:16.000Z,2019-06-20T15:00:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_64,1,343,SFS29 - Winnindoo_Soil-Moisture_600,2016-04-25T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_11,1,1471,SFS35 - Tatyoon1_Temperature_0,2013-05-01T06:47:31.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_43,1,318,SFS37 - Werneth 2_Soil-Moisture_600,2013-05-09T14:15:00.000Z,2019-06-21T18:15:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_54,1,1230,SFS108 - Mannibadar_Soil-Temperature_1000,2017-06-01T10:00:00.000Z,2019-06-20T23:30:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_22,1,938,SFS46 - Glenthompson_Soil-Temperature_600,2013-06-20T04:30:00.000Z,2019-06-20T10:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_58,1,1106,SFS8 - Meredith_Soil-Temperature_900,2013-04-10T01:57:37.000Z,2019-06-20T20:00:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_10,1,1057,SFS32 - Tatyoon2_Soil-Temperature_800,2013-05-01T05:23:51.000Z,2019-06-20T19:00:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_62,1,711,SFS14 - Barunah Park_Soil-Temperature_300,2013-04-17T03:44:23.000Z,2019-06-19T23:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_16,1,960,SFS106 - Mount Wallace_Soil-Temperature_600,2017-05-22T04:30:00.000Z,2019-06-20T11:30:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_38,1,351,SFS105 - Banongil_Soil-Moisture_600,2017-06-01T11:15:00.000Z,2019-06-19T16:00:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_47,1,398,SFS42 - Mingay_Soil-Moisture_700,2013-06-20T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_22,1,609,SFS46 - Glenthompson_Soil-Moisture_1000,2013-06-20T14:15:00.000Z,2019-06-19T23:15:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_66,1,1234,SFS2 - Yatchaw_Rainfall_0,2012-09-02T00:00:00.000Z,2019-06-20T23:00:00.000Z,Rainfall,0,0,TRUE,mm
SFS_38,1,761,SFS105 - Banongil_Soil-Temperature_300,2017-05-31T06:00:00.000Z,2019-06-20T03:45:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_38,1,1028,SFS105 - Banongil_Soil-Temperature_700,2017-05-31T06:00:00.000Z,2019-06-20T17:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_58,1,363,SFS8 - Meredith_Soil-Moisture_700,2013-04-10T14:15:00.000Z,2019-06-19T16:00:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_61,1,1451,SFS12 - Inverleigh2_Temperature_0,2013-04-16T06:07:44.000Z,2019-06-21T11:00:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_66,1,966,SFS2 - Yatchaw_Soil-Temperature_700,2012-08-28T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_2,1,718,SFS21 - Lismore1_Soil-Temperature_300,2013-04-23T05:19:45.000Z,2019-06-19T23:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_58,1,76,SFS8 - Meredith_Soil-Moisture_300,2013-04-10T14:15:00.000Z,2019-06-17T10:00:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_55,1,1116,SFS16 - Skipton_Soil-Temperature_900,2013-12-03T12:00:00.000Z,2019-06-20T21:30:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_59,1,774,SFS9 - Wingeel_Soil-Temperature_400,2013-04-16T01:38:09.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_73,1,1099,SFS00 - Lake Bolac1_Soil-Temperature_900,2018-12-23T10:00:00.000Z,2019-06-20T20:00:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_61,1,151,SFS12 - Inverleigh2_Soil-Moisture_400,2013-04-16T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_68,1,1226,SFS102 - Yulecart_Soil-Temperature_1000,2017-04-21T02:15:00.000Z,2019-06-20T23:15:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_42,1,1197,SFS31 - Staughton Vale_Soil-Temperature_1000,2013-05-03T03:57:56.000Z,2019-06-20T23:15:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_10,1,595,SFS32 - Tatyoon2_Soil-Moisture_1000,2013-05-02T14:15:00.000Z,2019-06-19T23:30:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_53,1,1023,SFS103 - Mt Gow_Soil-Temperature_700,2017-04-18T04:00:00.000Z,2019-06-20T17:30:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_21,1,1425,SFS24 - Narrapumelap South_Humidity_0,2014-03-26T16:00:00.000Z,2019-06-21T10:30:00.000Z,Humidity,0,0,TRUE,Percent
SFS_62,1,1112,SFS14 - Barunah Park_Soil-Temperature_900,2013-04-17T03:44:23.000Z,2019-06-20T21:00:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_26,1,64,SFS3 - Winchelsea1_Soil-Moisture_200,2014-08-01T21:15:00.000Z,2019-06-21T15:00:00.000Z,Soil-Moisture,200,200,TRUE,mm
SFS_16,1,759,SFS106 - Mount Wallace_Soil-Temperature_300,2017-05-22T04:30:00.000Z,2019-06-20T04:30:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_68,1,959,SFS102 - Yulecart_Soil-Temperature_600,2017-04-21T02:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_40,1,846,SFS15 - Rokewood_Soil-Temperature_500,2013-04-22T01:13:12.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_58,1,772,SFS8 - Meredith_Soil-Temperature_400,2013-04-10T01:57:37.000Z,2019-06-20T04:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_62,1,912,SFS14 - Barunah Park_Soil-Temperature_600,2013-04-17T03:44:23.000Z,2019-06-20T10:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_41,1,850,SFS19 - Duverney_Soil-Temperature_500,2013-04-22T05:47:39.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_2,1,1462,SFS21 - Lismore1_Temperature_0,2013-04-23T05:19:45.000Z,2019-06-21T12:00:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_61,1,1176,SFS12 - Inverleigh2_Soil-Temperature_1000,2013-04-16T06:07:44.000Z,2019-06-20T23:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_73,1,1166,SFS00 - Lake Bolac1_Soil-Temperature_1000,2018-12-23T10:00:00.000Z,2019-06-20T23:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_1,1,714,SFS18 - Derrinallum1_Soil-Temperature_300,2013-04-23T05:49:49.000Z,2019-06-19T22:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_66,1,1167,SFS2 - Yatchaw_Soil-Temperature_1000,2012-08-28T14:15:00.000Z,2019-06-20T23:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_42,1,930,SFS31 - Staughton Vale_Soil-Temperature_600,2013-05-03T03:57:56.000Z,2019-06-21T15:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_40,1,370,SFS15 - Rokewood_Soil-Moisture_700,2013-04-23T14:15:00.000Z,2019-06-21T15:15:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_10,1,167,SFS32 - Tatyoon2_Soil-Moisture_400,2013-05-02T14:15:00.000Z,2019-06-18T08:30:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_74,1,701,SFS05 - Wickliffe1_Soil-Temperature_300,2012-08-27T22:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_1,1,1182,SFS18 - Derrinallum1_Soil-Temperature_1000,2013-04-23T05:49:49.000Z,2019-07-14T23:30:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_63,1,1036,SFS4 - Bairnsdale_Soil-Temperature_800,2013-01-23T13:15:00.000Z,2019-04-29T03:18:51.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_45,1,1220,SFS50 - Teesdale_Soil-Temperature_1000,2014-06-30T14:00:00.000Z,2019-06-20T23:30:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_12,1,1261,SFS36 - Langi Logan_Rainfall_0,2013-05-01T05:12:14.000Z,2019-06-20T23:15:00.000Z,Rainfall,0,0,TRUE,mm
SFS_6,1,169,SFS25 - Vite Vite_Soil-Moisture_400,2013-07-27T04:00:00.000Z,2019-06-21T13:15:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_24,1,951,SFS58 - Hensley Park_Soil-Temperature_600,2013-09-10T23:53:16.000Z,2019-06-20T11:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_61,1,909,SFS12 - Inverleigh2_Soil-Temperature_600,2013-04-16T06:07:44.000Z,2019-06-20T10:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_14,1,105,SFS41 - Pittong_Soil-Moisture_300,2013-06-20T14:15:00.000Z,2019-06-17T14:00:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_53,1,1414,SFS103 - Mt Gow_Temperature_0,2017-05-05T23:40:46.000Z,2019-06-21T10:00:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_55,1,782,SFS16 - Skipton_Soil-Temperature_400,2013-12-03T12:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_24,1,410,SFS58 - Hensley Park_Soil-Moisture_700,2013-09-10T23:53:16.000Z,2019-06-19T17:00:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_58,1,506,SFS8 - Meredith_Soil-Moisture_900,2013-04-10T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_41,1,783,SFS19 - Duverney_Soil-Temperature_400,2013-04-22T05:47:39.000Z,2019-06-20T04:30:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_17,1,840,SFS11 - Ballan1_Soil-Temperature_500,2014-03-26T16:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_38,1,1389,SFS105 - Banongil_Wind-Speed_0,2017-05-31T05:45:00.000Z,2019-07-14T23:45:00.000Z,Wind-Speed,0,0,TRUE,km/hr
SFS_39,1,1094,SFS107 - Woorndoo 2_Soil-Temperature_800,2017-05-30T07:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_60,1,81,SFS10 - Inverleigh3_Soil-Moisture_300,2013-04-16T14:15:00.000Z,2019-06-21T14:00:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_14,1,320,SFS41 - Pittong_Soil-Moisture_600,2013-06-20T14:15:00.000Z,2019-06-19T14:00:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_39,1,961,SFS107 - Woorndoo 2_Soil-Temperature_600,2017-05-30T07:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_55,1,849,SFS16 - Skipton_Soil-Temperature_500,2013-12-03T12:00:00.000Z,2019-06-20T07:30:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_63,1,643,SFS4 - Bairnsdale_Soil-Temperature_100,2013-01-23T13:15:00.000Z,2019-04-29T03:18:51.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_6,1,1469,SFS25 - Vite Vite_Temperature_0,2013-07-27T04:00:00.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_43,1,1474,SFS37 - Werneth 2_Temperature_0,2013-05-08T05:23:13.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_41,1,160,SFS19 - Duverney_Soil-Moisture_400,2013-04-22T14:15:00.000Z,2019-06-18T08:00:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_38,1,635,SFS105 - Banongil_Soil-Moisture_1000,2017-06-01T11:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_6,1,792,SFS25 - Vite Vite_Soil-Temperature_400,2013-07-27T04:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_58,1,1173,SFS8 - Meredith_Soil-Temperature_1000,2013-04-10T01:57:37.000Z,2019-06-21T18:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_74,1,693,SFS05 - Wickliffe1_Soil-Temperature_200,2013-08-26T14:15:00.000Z,2019-06-19T23:00:00.000Z,Soil-Temperature,200,200,TRUE,Degrees-Celcius
SFS_25,1,429,SFS1 - Werneth 1_Soil-Moisture_800,2012-08-29T14:15:00.000Z,2019-06-19T09:00:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_43,1,1064,SFS37 - Werneth 2_Soil-Temperature_800,2013-05-08T05:23:13.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_75,1,1505,SFS104 - Wickliffe 3_Temperature_0,2017-04-21T02:00:00.000Z,2019-06-21T13:00:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_9,1,1422,SFS27 - Mininera_Humidity_0,2017-05-02T08:00:00.000Z,2019-06-21T10:30:00.000Z,Humidity,0,0,TRUE,Percent
SFS_63,1,969,SFS4 - Bairnsdale_Soil-Temperature_700,2013-01-23T13:15:00.000Z,2019-04-29T03:18:51.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_13,1,937,SFS38 - Westmere_Soil-Temperature_600,2013-06-21T01:25:41.000Z,2019-06-21T15:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_39,1,279,SFS107 - Woorndoo 2_Soil-Moisture_500,2017-05-30T06:00:00.000Z,2019-06-21T14:45:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_59,1,1175,SFS9 - Wingeel_Soil-Temperature_1000,2013-04-16T01:38:09.000Z,2019-06-20T23:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_22,1,1274,SFS46 - Glenthompson_Rainfall_0,2013-06-20T04:15:00.000Z,2019-07-14T23:45:00.000Z,Rainfall,0,0,TRUE,mm
SFS_42,1,996,SFS31 - Staughton Vale_Soil-Temperature_700,2013-05-03T03:57:56.000Z,2019-06-20T16:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_64,1,955,SFS29 - Winnindoo_Soil-Temperature_600,2014-03-26T16:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_62,1,845,SFS14 - Barunah Park_Soil-Temperature_500,2013-04-17T03:44:23.000Z,2019-06-20T07:00:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_63,1,216,SFS4 - Bairnsdale_Soil-Moisture_500,2013-01-23T13:15:00.000Z,2019-04-29T03:18:51.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_42,1,101,SFS31 - Staughton Vale_Soil-Moisture_300,2013-05-05T15:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_53,1,1387,SFS103 - Mt Gow_Wind-Speed_0,2017-05-05T23:25:46.000Z,2019-06-21T08:15:00.000Z,Wind-Speed,0,0,TRUE,km/hr
SFS_62,1,1045,SFS14 - Barunah Park_Soil-Temperature_800,2013-04-17T03:44:23.000Z,2019-06-20T18:00:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_74,1,571,SFS05 - Wickliffe1_Soil-Moisture_1000,2012-08-31T14:15:00.000Z,2019-06-19T22:00:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_60,1,511,SFS10 - Inverleigh3_Soil-Moisture_900,2013-04-16T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_12,1,991,SFS36 - Langi Logan_Soil-Temperature_700,2013-05-01T05:27:14.000Z,2019-06-21T14:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_14,1,867,SFS41 - Pittong_Soil-Temperature_500,2013-06-20T04:30:00.000Z,2019-06-20T08:00:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_9,1,381,SFS27 - Mininera_Soil-Moisture_700,2013-05-02T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_61,1,223,SFS12 - Inverleigh2_Soil-Moisture_500,2013-04-16T14:15:00.000Z,2019-06-18T14:00:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_45,1,412,SFS50 - Teesdale_Soil-Moisture_700,2014-07-01T14:05:00.000Z,2019-06-19T17:30:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_61,1,775,SFS12 - Inverleigh2_Soil-Temperature_400,2013-04-16T06:07:44.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_42,1,460,SFS31 - Staughton Vale_Soil-Moisture_800,2013-05-05T15:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_74,1,215,SFS05 - Wickliffe1_Soil-Moisture_500,2012-08-31T14:15:00.000Z,2019-06-18T14:00:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_23,1,814,SFS56 - Mirranatwa_Soil-Temperature_400,2013-09-12T00:25:17.000Z,2019-06-20T04:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_62,1,582,SFS14 - Barunah Park_Soil-Moisture_1000,2013-04-19T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_64,1,1155,SFS29 - Winnindoo_Soil-Temperature_900,2016-04-21T05:13:05.000Z,2019-06-20T22:30:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_21,1,1476,SFS24 - Narrapumelap South_Temperature_0,2014-03-26T16:00:00.000Z,2019-06-21T13:00:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
