SiteID,Active,SensorID,SensorName,StartDate,EndDate,DataType,UpperDepth,LowerDepth,Calibrated,Units
SFS_49,1,676,SFS51 - Longford_Soil-Temperature_100,2014-07-02T14:15:00.000Z,2017-06-07T21:49:15.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_47,1,677,SFS42 - Mingay_Soil-Temperature_100,2013-06-20T04:30:00.000Z,2016-07-18T05:51:55.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_50,1,678,SFS52 - Nile_Soil-Temperature_100,2013-06-28T04:30:00.000Z,2016-07-15T05:38:27.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_34,1,679,SFS53 - Western Junction_Soil-Temperature_100,2013-09-03T23:30:00.000Z,2014-04-06T06:50:47.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_57,1,680,SFS48 - Ballan2_Soil-Temperature_100,2014-08-08T05:07:56.000Z,2016-10-10T20:15:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_19,1,681,SFS40 - Balliang East_Soil-Temperature_100,2013-09-02T02:48:10.000Z,2017-03-26T23:15:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_18,1,682,SFS39 - Lake Bolac3_Soil-Temperature_100,2013-09-04T01:26:43.000Z,2017-04-18T01:40:16.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_76,1,683,SFS17 - Woorndoo (2)_Soil-Temperature_100,2013-09-12T14:15:00.000Z,2017-04-18T04:00:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_23,1,684,SFS56 - Mirranatwa_Soil-Temperature_100,2013-09-12T00:25:17.000Z,2017-05-22T16:00:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_70,1,685,SFS49 - Cavendish_Soil-Temperature_100,2013-09-11T01:48:36.000Z,2016-08-04T05:51:32.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_71,1,686,SFS57 - Branxholme_Soil-Temperature_100,2013-09-11T05:27:12.000Z,2017-04-06T04:45:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_24,1,687,SFS58 - Hensley Park_Soil-Temperature_100,2013-09-10T23:53:16.000Z,2017-06-10T23:00:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_45,1,688,SFS50 - Teesdale_Soil-Temperature_100,2014-07-01T04:55:00.000Z,2015-07-23T01:45:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_36,1,689,SFS61 - AWS Campbell Town_Soil-Temperature_100,2013-06-13T17:45:00.000Z,2017-11-07T02:00:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_64,1,690,SFS29 - Winnindoo_Soil-Temperature_100,2016-04-21T05:13:05.000Z,2017-06-27T21:15:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_66,1,692,SFS2 - Yatchaw_Soil-Temperature_200,2013-09-12T06:15:00.000Z,2017-05-22T22:57:28.000Z,Soil-Temperature,200,200,TRUE,Degrees-Celcius
SFS_63,1,694,SFS4 - Bairnsdale_Soil-Temperature_200,2013-08-14T21:15:00.000Z,2017-08-28T08:00:00.000Z,Soil-Temperature,200,200,TRUE,Degrees-Celcius
SFS_26,1,695,SFS3 - Winchelsea1_Soil-Temperature_200,2014-08-01T21:15:00.000Z,2018-11-13T07:00:00.000Z,Soil-Temperature,200,200,TRUE,Degrees-Celcius
SFS_27,1,696,SFS6 - Lake Bolac2_Soil-Temperature_200,2013-08-29T00:15:00.000Z,2015-04-01T02:08:57.000Z,Soil-Temperature,200,200,TRUE,Degrees-Celcius
SFS_13,1,697,SFS38 - Westmere_Soil-Temperature_200,2013-06-25T02:30:00.000Z,2017-05-30T21:00:00.000Z,Soil-Temperature,200,200,TRUE,Degrees-Celcius
SFS_26,1,703,SFS3 - Winchelsea1_Soil-Temperature_300,2013-05-04T08:21:19.000Z,2018-11-13T07:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_27,1,704,SFS6 - Lake Bolac2_Soil-Temperature_300,2012-08-29T05:15:00.000Z,2016-06-25T00:38:02.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_32,1,713,SFS33 - Dutson Downs_Soil-Temperature_300,2013-04-29T14:15:00.000Z,2017-07-30T06:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_24,1,750,SFS58 - Hensley Park_Soil-Temperature_300,2013-09-10T23:53:16.000Z,2019-06-19T23:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_28,1,717,SFS20 - Inverleigh1_Soil-Temperature_300,2013-04-23T00:48:59.000Z,2017-04-04T04:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_31,1,719,SFS30 - Lidenow_Soil-Temperature_300,2013-04-29T06:40:13.000Z,2017-05-04T22:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_7,1,720,SFS29 - Meerlieu_Soil-Temperature_300,2014-03-26T16:00:00.000Z,2015-07-10T07:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_30,1,721,SFS28 - Derrinallum3_Soil-Temperature_300,2013-04-19T08:59:10.000Z,2017-04-19T07:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_22,1,539,SFS46 - Glenthompson_Soil-Moisture_900,2013-06-20T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_65,1,726,SFS34 - Rosedale_Soil-Temperature_300,2014-03-26T16:00:00.000Z,2018-08-02T02:22:49.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_29,1,728,SFS26 - Winchelsea2_Soil-Temperature_300,2013-05-08T03:03:25.000Z,2017-04-03T22:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_56,1,734,SFS45 - Learmonth_Soil-Temperature_300,2013-06-20T03:30:00.000Z,2017-03-26T23:45:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_63,1,1237,SFS4 - Bairnsdale_Rainfall_0,2013-01-23T13:00:00.000Z,2019-04-29T03:18:51.000Z,Rainfall,0,0,TRUE,mm
SFS_49,1,738,SFS51 - Longford_Soil-Temperature_300,2014-07-02T14:15:00.000Z,2018-06-19T00:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_50,1,740,SFS52 - Nile_Soil-Temperature_300,2013-06-28T04:30:00.000Z,2016-07-15T05:38:27.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_34,1,741,SFS53 - Western Junction_Soil-Temperature_300,2013-09-03T23:30:00.000Z,2014-04-06T06:50:47.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_33,1,742,SFS55 - Tunbridge_Soil-Temperature_300,2014-05-31T14:26:56.000Z,2017-11-16T02:45:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_57,1,743,SFS48 - Ballan2_Soil-Temperature_300,2014-08-08T05:07:56.000Z,2016-10-10T20:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_19,1,744,SFS40 - Balliang East_Soil-Temperature_300,2013-09-02T02:48:10.000Z,2017-03-26T23:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_18,1,745,SFS39 - Lake Bolac3_Soil-Temperature_300,2013-09-04T01:26:43.000Z,2017-04-21T01:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_76,1,746,SFS17 - Woorndoo (2)_Soil-Temperature_300,2013-09-12T14:15:00.000Z,2018-04-16T23:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_70,1,748,SFS49 - Cavendish_Soil-Temperature_300,2013-09-11T01:48:36.000Z,2017-04-05T23:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_71,1,749,SFS57 - Branxholme_Soil-Temperature_300,2013-09-11T05:27:12.000Z,2017-04-06T04:45:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_20,1,751,SFS43 - Gatum_Soil-Temperature_300,2013-09-11T03:21:47.000Z,2017-04-10T06:30:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_36,1,753,SFS61 - AWS Campbell Town_Soil-Temperature_300,2013-06-13T17:45:00.000Z,2017-11-07T02:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_52,1,763,SFS109 - Vite Vite North - Molo Molo_Soil-Temperature_300,2017-07-04T02:15:00.000Z,2017-07-26T06:09:38.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_72,1,764,SFS110 - Lindenow Flats_Soil-Temperature_300,2017-08-29T01:04:51.000Z,2018-07-28T01:15:31.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_26,1,770,SFS3 - Winchelsea1_Soil-Temperature_400,2013-05-04T08:21:19.000Z,2018-11-13T07:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_27,1,771,SFS6 - Lake Bolac2_Soil-Temperature_400,2012-08-29T05:15:00.000Z,2016-06-25T00:38:02.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_32,1,780,SFS33 - Dutson Downs_Soil-Temperature_400,2013-04-29T14:15:00.000Z,2017-07-30T06:15:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_28,1,784,SFS20 - Inverleigh1_Soil-Temperature_400,2013-04-23T00:48:59.000Z,2017-04-04T04:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_31,1,786,SFS30 - Lidenow_Soil-Temperature_400,2013-04-29T06:40:13.000Z,2017-05-04T22:15:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_7,1,787,SFS29 - Meerlieu_Soil-Temperature_400,2014-03-26T16:00:00.000Z,2015-07-10T07:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_30,1,788,SFS28 - Derrinallum3_Soil-Temperature_400,2013-04-19T08:59:10.000Z,2017-04-19T07:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_65,1,793,SFS34 - Rosedale_Soil-Temperature_400,2014-03-26T16:00:00.000Z,2018-08-02T02:22:49.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_29,1,795,SFS26 - Winchelsea2_Soil-Temperature_400,2013-05-08T03:03:25.000Z,2017-04-03T22:15:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_56,1,801,SFS45 - Learmonth_Soil-Temperature_400,2013-06-20T04:30:00.000Z,2017-03-26T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_49,1,805,SFS51 - Longford_Soil-Temperature_400,2014-07-02T14:15:00.000Z,2018-06-19T00:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_50,1,807,SFS52 - Nile_Soil-Temperature_400,2013-06-28T04:30:00.000Z,2016-07-15T05:38:27.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_34,1,808,SFS53 - Western Junction_Soil-Temperature_400,2013-09-03T23:30:00.000Z,2014-04-06T06:50:47.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_33,1,809,SFS55 - Tunbridge_Soil-Temperature_400,2014-05-31T14:26:56.000Z,2017-11-16T02:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_57,1,810,SFS48 - Ballan2_Soil-Temperature_400,2014-08-08T05:07:56.000Z,2016-10-10T20:15:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_19,1,811,SFS40 - Balliang East_Soil-Temperature_400,2013-09-02T02:48:10.000Z,2017-03-26T23:15:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_18,1,812,SFS39 - Lake Bolac3_Soil-Temperature_400,2013-09-04T01:26:43.000Z,2017-04-21T01:15:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_76,1,813,SFS17 - Woorndoo (2)_Soil-Temperature_400,2013-09-12T14:15:00.000Z,2018-04-16T23:15:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_70,1,815,SFS49 - Cavendish_Soil-Temperature_400,2013-09-11T01:48:36.000Z,2017-04-05T23:15:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_71,1,816,SFS57 - Branxholme_Soil-Temperature_400,2013-09-11T05:27:12.000Z,2017-04-06T04:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_20,1,818,SFS43 - Gatum_Soil-Temperature_400,2013-09-11T03:21:47.000Z,2017-04-10T06:30:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_36,1,820,SFS61 - AWS Campbell Town_Soil-Temperature_400,2013-06-13T17:45:00.000Z,2017-11-07T02:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_52,1,830,SFS109 - Vite Vite North - Molo Molo_Soil-Temperature_400,2017-07-04T02:15:00.000Z,2017-07-26T06:09:38.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_72,1,831,SFS110 - Lindenow Flats_Soil-Temperature_400,2017-08-29T01:04:51.000Z,2018-07-28T01:15:31.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_15,1,1452,SFS13 - Lethbridge_Temperature_0,2013-04-18T02:11:33.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_14,1,1201,SFS41 - Pittong_Soil-Temperature_1000,2013-06-20T04:30:00.000Z,2019-06-20T22:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_26,1,837,SFS3 - Winchelsea1_Soil-Temperature_500,2013-05-04T08:21:19.000Z,2018-11-13T07:00:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_27,1,838,SFS6 - Lake Bolac2_Soil-Temperature_500,2012-08-29T05:15:00.000Z,2016-06-25T00:38:02.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_32,1,847,SFS33 - Dutson Downs_Soil-Temperature_500,2013-04-29T14:15:00.000Z,2017-07-30T06:15:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_28,1,851,SFS20 - Inverleigh1_Soil-Temperature_500,2013-04-23T00:48:59.000Z,2017-04-04T04:00:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_31,1,853,SFS30 - Lidenow_Soil-Temperature_500,2013-04-29T06:40:13.000Z,2017-05-04T22:15:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_7,1,854,SFS29 - Meerlieu_Soil-Temperature_500,2014-03-26T16:00:00.000Z,2015-07-10T07:00:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_30,1,855,SFS28 - Derrinallum3_Soil-Temperature_500,2013-04-19T08:59:10.000Z,2017-04-19T07:00:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_65,1,860,SFS34 - Rosedale_Soil-Temperature_500,2014-03-26T16:00:00.000Z,2018-08-02T02:22:49.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_29,1,862,SFS26 - Winchelsea2_Soil-Temperature_500,2013-05-08T03:03:25.000Z,2017-04-03T22:15:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_56,1,868,SFS45 - Learmonth_Soil-Temperature_500,2013-06-20T03:30:00.000Z,2017-03-26T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_49,1,872,SFS51 - Longford_Soil-Temperature_500,2014-07-02T14:15:00.000Z,2018-06-19T00:00:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_50,1,874,SFS52 - Nile_Soil-Temperature_500,2013-06-28T04:30:00.000Z,2016-07-15T05:38:27.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_34,1,875,SFS53 - Western Junction_Soil-Temperature_500,2013-09-03T23:30:00.000Z,2014-04-06T06:50:47.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_33,1,876,SFS55 - Tunbridge_Soil-Temperature_500,2014-05-31T14:26:56.000Z,2017-11-16T02:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_57,1,877,SFS48 - Ballan2_Soil-Temperature_500,2014-08-08T05:07:56.000Z,2016-10-10T20:15:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_19,1,878,SFS40 - Balliang East_Soil-Temperature_500,2013-09-02T02:48:10.000Z,2017-03-26T23:15:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_18,1,879,SFS39 - Lake Bolac3_Soil-Temperature_500,2013-09-04T01:26:43.000Z,2017-04-21T01:15:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_76,1,880,SFS17 - Woorndoo (2)_Soil-Temperature_500,2013-09-12T14:15:00.000Z,2018-04-16T23:15:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_70,1,882,SFS49 - Cavendish_Soil-Temperature_500,2013-09-11T01:48:36.000Z,2017-04-05T23:15:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_71,1,883,SFS57 - Branxholme_Soil-Temperature_500,2013-09-11T05:27:12.000Z,2017-04-06T04:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_20,1,885,SFS43 - Gatum_Soil-Temperature_500,2013-09-11T03:21:47.000Z,2017-04-10T06:30:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_36,1,887,SFS61 - AWS Campbell Town_Soil-Temperature_500,2013-06-13T17:45:00.000Z,2017-11-07T02:00:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_15,1,1383,SFS13 - Lethbridge_Wind-Speed_0,2014-06-06T01:45:00.000Z,2019-07-14T23:45:00.000Z,Wind-Speed,0,0,TRUE,km/hr
SFS_15,1,843,SFS13 - Lethbridge_Soil-Temperature_500,2013-04-18T02:11:33.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_52,1,897,SFS109 - Vite Vite North - Molo Molo_Soil-Temperature_500,2017-07-04T02:15:00.000Z,2017-07-26T06:09:38.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_72,1,898,SFS110 - Lindenow Flats_Soil-Temperature_500,2017-08-29T01:04:51.000Z,2018-07-28T01:15:31.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_26,1,904,SFS3 - Winchelsea1_Soil-Temperature_600,2013-05-04T08:21:19.000Z,2018-11-13T07:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_27,1,905,SFS6 - Lake Bolac2_Soil-Temperature_600,2012-08-29T05:15:00.000Z,2016-06-25T00:38:02.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_32,1,914,SFS33 - Dutson Downs_Soil-Temperature_600,2013-04-29T14:15:00.000Z,2017-07-30T06:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_28,1,918,SFS20 - Inverleigh1_Soil-Temperature_600,2013-04-23T00:48:59.000Z,2017-04-04T04:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_31,1,920,SFS30 - Lidenow_Soil-Temperature_600,2013-04-29T06:40:13.000Z,2017-05-04T22:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_7,1,921,SFS29 - Meerlieu_Soil-Temperature_600,2014-03-26T16:00:00.000Z,2015-07-10T07:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_30,1,922,SFS28 - Derrinallum3_Soil-Temperature_600,2013-04-19T08:59:10.000Z,2017-04-19T07:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_65,1,927,SFS34 - Rosedale_Soil-Temperature_600,2014-03-26T16:00:00.000Z,2018-08-02T02:22:49.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_29,1,929,SFS26 - Winchelsea2_Soil-Temperature_600,2013-05-08T03:03:25.000Z,2017-04-03T22:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_56,1,935,SFS45 - Learmonth_Soil-Temperature_600,2013-06-20T04:30:00.000Z,2017-03-26T23:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_6,1,1193,SFS25 - Vite Vite_Soil-Temperature_1000,2013-07-27T04:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_49,1,939,SFS51 - Longford_Soil-Temperature_600,2014-07-02T14:15:00.000Z,2018-06-19T00:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_50,1,941,SFS52 - Nile_Soil-Temperature_600,2013-06-28T04:30:00.000Z,2016-07-15T05:38:27.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_34,1,942,SFS53 - Western Junction_Soil-Temperature_600,2013-09-03T23:30:00.000Z,2014-04-06T06:50:47.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_33,1,943,SFS55 - Tunbridge_Soil-Temperature_600,2014-05-31T14:26:56.000Z,2017-11-16T02:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_57,1,944,SFS48 - Ballan2_Soil-Temperature_600,2014-08-08T05:07:56.000Z,2016-10-10T20:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_19,1,945,SFS40 - Balliang East_Soil-Temperature_600,2013-09-02T02:48:10.000Z,2017-03-26T23:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_18,1,946,SFS39 - Lake Bolac3_Soil-Temperature_600,2013-09-04T01:26:43.000Z,2017-04-21T01:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_76,1,947,SFS17 - Woorndoo (2)_Soil-Temperature_600,2013-09-12T14:15:00.000Z,2018-04-16T23:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_70,1,949,SFS49 - Cavendish_Soil-Temperature_600,2013-09-11T01:48:36.000Z,2017-04-05T23:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_71,1,950,SFS57 - Branxholme_Soil-Temperature_600,2013-09-11T05:27:12.000Z,2017-04-06T04:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_20,1,952,SFS43 - Gatum_Soil-Temperature_600,2013-09-11T03:21:47.000Z,2017-04-10T06:30:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_36,1,954,SFS61 - AWS Campbell Town_Soil-Temperature_600,2013-06-13T17:45:00.000Z,2017-11-07T02:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_72,1,964,SFS110 - Lindenow Flats_Soil-Temperature_600,2017-08-29T01:04:51.000Z,2018-07-28T01:15:31.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_26,1,970,SFS3 - Winchelsea1_Soil-Temperature_700,2013-05-04T08:21:19.000Z,2018-11-13T07:00:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_27,1,971,SFS6 - Lake Bolac2_Soil-Temperature_700,2012-08-29T05:15:00.000Z,2016-06-25T00:38:02.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_75,1,824,SFS104 - Wickliffe 3_Soil-Temperature_400,2017-04-21T02:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_32,1,980,SFS33 - Dutson Downs_Soil-Temperature_700,2013-04-29T14:15:00.000Z,2017-07-30T06:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_28,1,984,SFS20 - Inverleigh1_Soil-Temperature_700,2013-04-23T00:48:59.000Z,2017-04-04T04:00:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_31,1,986,SFS30 - Lidenow_Soil-Temperature_700,2013-04-29T06:40:13.000Z,2017-05-04T22:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_7,1,987,SFS29 - Meerlieu_Soil-Temperature_700,2014-03-26T16:00:00.000Z,2015-07-10T07:00:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_30,1,988,SFS28 - Derrinallum3_Soil-Temperature_700,2013-04-19T08:59:10.000Z,2017-04-19T07:00:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_39,1,1416,SFS107 - Woorndoo 2_Temperature_0,2017-05-30T07:00:00.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_65,1,993,SFS34 - Rosedale_Soil-Temperature_700,2014-03-26T16:00:00.000Z,2018-08-02T02:22:49.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_29,1,995,SFS26 - Winchelsea2_Soil-Temperature_700,2013-05-08T03:03:25.000Z,2017-04-03T22:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_56,1,1001,SFS45 - Learmonth_Soil-Temperature_700,2013-06-20T04:30:00.000Z,2017-03-26T23:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_49,1,1005,SFS51 - Longford_Soil-Temperature_700,2014-07-02T14:15:00.000Z,2018-06-19T00:00:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_50,1,1007,SFS52 - Nile_Soil-Temperature_700,2013-06-28T04:30:00.000Z,2016-07-15T05:38:27.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_34,1,1008,SFS53 - Western Junction_Soil-Temperature_700,2013-09-03T23:30:00.000Z,2014-04-06T06:50:47.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_33,1,1009,SFS55 - Tunbridge_Soil-Temperature_700,2014-05-31T22:17:12.000Z,2017-11-16T02:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_57,1,1010,SFS48 - Ballan2_Soil-Temperature_700,2014-08-08T05:07:56.000Z,2016-10-10T20:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_19,1,1011,SFS40 - Balliang East_Soil-Temperature_700,2013-09-02T02:48:10.000Z,2017-03-26T23:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_18,1,1012,SFS39 - Lake Bolac3_Soil-Temperature_700,2013-09-04T01:26:43.000Z,2017-04-21T01:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_76,1,1013,SFS17 - Woorndoo (2)_Soil-Temperature_700,2013-09-12T14:15:00.000Z,2018-04-16T23:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_70,1,1015,SFS49 - Cavendish_Soil-Temperature_700,2013-09-11T01:48:36.000Z,2017-04-05T23:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_71,1,1016,SFS57 - Branxholme_Soil-Temperature_700,2013-09-11T05:27:12.000Z,2017-04-06T04:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
